scheme_code,amc_code,amc_name,scheme_name,scheme_name_unique,date_of_inception,asset_category,asset_sub_category,option_name,plan_name,risk_profile,risk_rating,benchmark,nav,nav_date,fund_size,fund_manager,isin_dividend_payout_or_growth,isin_dividend_reinvest,bse_txn,bse_code_payout_or_growth,bse_code_reinvest,expense_ratio_s_d,objective,scheme_doc_url,riskometer,vr_rating,final_benchmark,exit_load,txn_info,row_num
153477,AMC18,Groww Asset Management Limited,Groww Gilt Fund - Direct - Growth,Groww Gilt Fund,23-Apr-25,Fixed Income,Gilt Fund,Growth,Direct,Balanced,5.5,CRISIL Dynamic Gilt Index,9.893,2025-06-11 00:00:00+00:00,0.0,Kaustubh Sule,INF666M01KK2,,Y,INGLG1-GR,,0.0,"The Objective Of The Scheme Is To Generate Credit Risk-Free Returns By Predominantly Investing In Sovereign Securities Issued By The Central Government And/Or State Government(S) And/Or Any Security Guaranteed By The Government Of India, And/Or Reverse Repos In Such Securities As Per Applicable Rbi Regulations And Guidelines. The Scheme May Also Be Investing In Reverse Repo, Triparty Repo On Government Securities Or Treasury Bills And/Or Other Similar Instruments As Maybe Notified From Time To Time.",https://www.growwmf.in/downloads/sid,Moderate,,AUB7,"{'exit_load_period': 0.0, 'exit_load_rate': 0.0, 'exit_load_period_remark': 'NIL'}","{'min_invest': 500.0, 'min_invest_sip': 100.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
151593,AMC19,Invesco Asset Management Company Pvt Ltd.,Invesco India Nifty G-sec Jul 2027 Index Fund - Direct - Growth,Invesco India Nifty G-sec Jul 2027 Index Fund,17-Mar-23,Fixed Income,Gilt Fund,Growth,Direct,Balanced,5.5,NIFTY G-Sec Jul 2027 Index,1194.9028,2025-06-11 00:00:00+00:00,71.4498,Krishna Cheemalapati,INF205KA1775,,Y,RG2TD1-GR,,0.14,"To Generate Returns Which Correspond (Before Fees And Expenses) To The Performance Of Nifty G-Sec Jul 2027 Index, Subject To Tracking Difference. However, There Is No Assurance That The Investment Objective Of The Scheme Will Be Achieved.",https://invescomutualfund.com/literature-and-form?tab=Scheme,Low to Moderate,Not Rated,AUB7,"{'exit_load_period': 0.0, 'exit_load_rate': 0.25, 'exit_load_period_remark': '0.25% on or before 30D, Nil after 30D'}","{'min_invest': 1000.0, 'min_invest_sip': 500.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
151597,AMC19,Invesco Asset Management Company Pvt Ltd.,Invesco India Nifty G-sec Sep 2032 Index Fund - Direct - Growth,Invesco India Nifty G-sec Sep 2032 Index Fund,27-Mar-23,Fixed Income,Gilt Fund,Growth,Direct,Balanced,5.5,NIFTY G-Sec Sep 2032 Index,1228.8225,2025-06-11 00:00:00+00:00,52.164,Krishna Cheemalapati,INF205KA1817,,Y,RG1TD1-GR,,0.14,"To Generate Returns Which Correspond (Before Fees And Expenses) To The Performance Of Nifty G-Sec Sep 2032 Index, Subject To Tracking Difference. However, There Is No Assurance That The Investment Objective Of The Scheme Will Be Achieved.",https://invescomutualfund.com/literature-and-form?tab=Scheme,Moderate,Not Rated,AUB7,"{'exit_load_period': 0.0, 'exit_load_rate': 0.25, 'exit_load_period_remark': '0.25% on or before 30D, Nil after 30D'}","{'min_invest': 1000.0, 'min_invest_sip': 500.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
118299,AMC6,Canara Robeco Asset Management Company Limited,Canara Robeco Gilt Fund - Direct Plan - Growth Option,Canara Robeco Gilt Fund,01-Jan-13,Fixed Income,Gilt Fund,Growth,Direct,Balanced,5.5,CRISIL Dynamic Gilt Index,81.1433,2025-06-11 00:00:00+00:00,143.5775,Kunal Jain,INF760K01FC4,,Y,CAGLDG-GR,,0.54,To Provide Risk Free Return (Except Interest Rate Risk) And Long Term Capital Appreciation By Investing Only In Govt. Securities.,http://www.canararobeco.com/forms-downloads/pages/SID-Scheme-Information-Document.aspx,Moderate,***,AUB7,"{'exit_load_period': 0.0, 'exit_load_rate': 0.0, 'exit_load_period_remark': 'Nil'}","{'min_invest': 5000.0, 'min_invest_sip': 1000.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
149966,AMC13,HSBC Global Asset Management (India) Private Limited,HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Direct - Growth,HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund,31-Mar-22,Fixed Income,Gilt Fund,Growth,Direct,Balanced,5.5,CRISIL IBX 50:50 Gilt Plus SDL Index � April 2028,12.5416,2025-06-11 00:00:00+00:00,1910.1214,Mahesh Chhabria,INF336L01QH7,,Y,HSHCXG-GR,,0.22,"The Investment Objective Of The Scheme Is To Provide Returns Corresponding To The Total Returns Of The Securities As Represented By The Crisil Ibx 50:50 Gilt Plus Sdl Index - April 2028 Before Expenses, Subject To Tracking Errors. However, There Is No Assurance That The Investment Objective Of The Scheme Will Be Achieved.",https://www.assetmanagement.hsbc.co.in/en/mutual-funds/investor-resources/information-library,Low to Moderate,Not Rated,AUB7,"{'exit_load_period': 0.0, 'exit_load_rate': 0.0, 'exit_load_period_remark': 'Nil'}","{'min_invest': 5000.0, 'min_invest_sip': 1000.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
151479,AMC13,HSBC Global Asset Management (India) Private Limited,HSBC CRISIL IBX Gilt June 2027 Index Fund - Direct - Growth,HSBC CRISIL IBX Gilt June 2027 Index Fund,20-Mar-23,Fixed Income,Gilt Fund,Growth,Direct,Balanced,5.5,CRISIL-IBX Gilt Index - June 2027,11.9543,2025-06-11 00:00:00+00:00,198.7087,Mahesh Chhabria,INF336L01QT2,,Y,HSHCIDG-GR,,0.16,"The Investment Objective Of The Scheme Is To Provide Returns Corresponding To The Total Returns Of The Securities As Represented By The Crisil-Ibx Gilt Index - June 2027 Before Expenses, Subject Totracking Errors. However, There Is No Assurance That The Investment Objective Of The Scheme Will Be Achieved.",https://www.assetmanagement.hsbc.co.in/en/mutual-funds/investor-resources/information-library,Low to Moderate,Not Rated,AUB7,"{'exit_load_period': 0.0, 'exit_load_rate': 0.0, 'exit_load_period_remark': 'Nil'}","{'min_invest': 5000.0, 'min_invest_sip': 1000.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
120590,AMC14,ICICI Prudential Asset Management Company Limited,ICICI Prudential Gilt Fund - Direct Plan - Growth,ICICI Prudential Gilt Fund,01-Jan-13,Fixed Income,Gilt Fund,Growth,Direct,Balanced,5.5,CRISIL Dynamic Gilt Index,111.1692,2025-06-11 00:00:00+00:00,7165.831,Manish Banthia,INF109K018C5,,Y,8015-GR,,0.56,"To Generate Income Primarily Through Investment In Gilts Of Various Maturities. However, There Can Beno Assurance Or Guarantee That The Investment Objective Of The Scheme Would Be Achieved.",https://www.icicipruamc.com/Downloads/sid-mutual-fund-new.aspx,Moderate,*****,AUB7,"{'exit_load_period': 0.0, 'exit_load_rate': 0.0, 'exit_load_period_remark': 'Nil'}","{'min_invest': 5000.0, 'min_invest_sip': 1000.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
120282,AMC23,LIC Mutual Fund Asset Management Limited,LIC MF Gilt Fund-Direct Plan-Growth,LIC MF Gilt Fund,01-Jan-13,Fixed Income,Gilt Fund,Growth,Direct,Balanced,5.5,NIFTY All Duration G-Sec Index,65.5508,2025-06-11 00:00:00+00:00,92.4124,Marzban Irani,INF767K01EZ3,,Y,LCGLG1-DGR,,0.75,The Primary Objective Of The Scheme Is To Generate Credit Risk Free And Reasonable Returns For Its Investors Through Investments In Sovereign Securities Issued By The Central And /Or State Government And /Or Any Security Unconditionally Guaranteed By The Central/ State Government For Repayment Of Principal And Interest And/Or Reverse Repos In Such Securities As And When Permitted By Rbi.,https://www.licmf.com/downloads/sid_sai,Moderate,***,AUB7,"{'exit_load_period': 0.0, 'exit_load_rate': 0.25, 'exit_load_period_remark': '0.25% on or before 30D'}","{'min_invest': 10000.0, 'min_invest_sip': 100.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
150702,AMC1,Aditya Birla Sun Life AMC Limited,Aditya Birla Sun Life CRISIL IBX 50 50 Gilt Plus SDL Apr 2028 Index Fund-Direct Growth,Aditya Birla Sun Life CRISIL IBX 50 50 Gilt Plus SDL Apr 2028 Index Fund,13-Oct-22,Fixed Income,Gilt Fund,Growth,Direct,Balanced,5.5,CRISIL IBX 50:50 Gilt Plus SDL Index � April 2028,12.5604,2025-06-11 00:00:00+00:00,379.1079,Mohit Sharma,INF209KB14N1,,Y,BS114Y-GR,,0.2,"The Investment Objective Of The Scheme Is To Generate Returns Corresponding To The Total Returns Of The Securities As Represented By The Crisil Ibx 50:50 Gilt Plus Sdl Index - April 2028 Before Expenses, Subject To Tracking Errors.",https://mutualfund.adityabirlacapital.com/resources/forms,Low to Moderate,Not Rated,AUB7,"{'exit_load_period': 0.0, 'exit_load_rate': 0.0, 'exit_load_period_remark': 'Nil'}","{'min_invest': 500.0, 'min_invest_sip': 500.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
120792,AMC39,UTI Asset Management Company Private Limited,UTI Gilt Fund - Direct Plan - Growth Option,UTI Gilt Fund,01-Jan-13,Fixed Income,Gilt Fund,Growth,Direct,Balanced,5.5,CRISIL Dynamic Gilt Index,65.1225,2025-06-11 00:00:00+00:00,742.4092,Pankaj Pathak,INF789F01TL5,,Y,UTGLD2-GR,,0.65,The Investment Objective Of The Scheme Is To Generate Credit Risk-Free Return Through Investment In Sovereign Securities Issued By The Central Government And / Or A State Government And / Or Any Security Unconditionally Guaranteed By The Central Government And / Or A State Government For Repayment Of Principal And Interest. However There Can Be No Assurance That The Investment Objective Of The Scheme Will Be Achieved. The Scheme Does Not Guarantee / Indicate Any Returns.,https://www.utimf.com/forms-and-downloads/,Moderate,***,AUB7,"{'exit_load_period': 0.0, 'exit_load_rate': 0.0, 'exit_load_period_remark': 'Nil'}","{'min_invest': 500.0, 'min_invest_sip': 500.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
150407,AMC38,Union Asset Management Company Pvt. Ltd.,Union Gilt Fund - Direct Plan - Growth Option,Union Gilt Fund,18-Jul-22,Fixed Income,Gilt Fund,Growth,Direct,Balanced,5.5,CRISIL Dynamic Gilt Index,12.359,2025-06-11 00:00:00+00:00,133.9655,Parijat Agrawal,INF582M01HW2,,Y,UNGDG-GR,,0.65,"The Investment Objective Of The Scheme Is To Generate Income Through Investment In A Portfolio Comprising Of Government Securities Of Various Maturities. However, There Is No Assurance That The Investment Objective Of The Scheme Will Be Achieved.",http://unionmf.com/downloads/schemeinformationdoc.aspx,Moderate,Not Rated,AUB7,"{'exit_load_period': 0.0, 'exit_load_rate': 0.0, 'exit_load_period_remark': 'Nil'}","{'min_invest': 1000.0, 'min_invest_sip': 100.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
118672,AMC31,Nippon Life India Asset Management Limited,Nippon India Gilt Securities Fund - Direct Plan Growth Plan - Growth Option,Nippon India Gilt Securities Fund,01-Jan-13,Fixed Income,Gilt Fund,Growth,Direct,Balanced,5.5,CRISIL Dynamic Gilt Index,42.9217,2025-06-11 00:00:00+00:00,2115.3483,Pranay Sinha,INF204K01XP8,,Y,GLAG-GR,,0.5,The Primary Investment Objective Of The Scheme Is To Generate Optimal Credit Risk-Free Returns By Investing In A Portfolio Of Securities Issued And Guaranteed By The Central Government And State Government.,https://www.nipponindiamf.com/investor-service/downloads/scheme-information-document,Moderate,***,AUB7,"{'exit_load_period': 0.0, 'exit_load_rate': 0.25, 'exit_load_period_remark': '0.25% on or before 7D, Nil after 7D'}","{'min_invest': 5000.0, 'min_invest_sip': 100.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
151407,AMC7,PGIM India Asset Management Private Limited,PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Direct Plan Growth Option,PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund,16-Feb-23,Fixed Income,Gilt Fund,Growth,Direct,Balanced,5.5,CRISIL-IBX Gilt Index - April 2028,12.1146,2025-06-11 00:00:00+00:00,27.0394,Puneet Pal,INF663L01X21,,Y,PRCGG1-GR,,0.26,"The Investment Objective Of The Scheme Is To Generate Returns That Corresponds To The Total Returnsof The Securities As Represented By The Crisil- Ibx Gilt Index - April 2028 (Before Fees And Expenses), Subject To Tracking Errors. However, There Can Be No Assurance That The Investment Objective Of The Scheme Will Be Achieved. The Scheme Does Not Guarantee/ Indicate Any Returns.",https://www.pgimindiamf.com/forms-and-updates/sid-and-sai#SID,Low to Moderate,Not Rated,AUB7,"{'exit_load_period': 0.0, 'exit_load_rate': 0.0, 'exit_load_period_remark': 'Nil'}","{'min_invest': 5000.0, 'min_invest_sip': 1000.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
138472,AMC7,PGIM India Asset Management Private Limited,PGIM India Gilt Fund - Direct Plan - Growth,PGIM India Gilt Fund,01-Jan-13,Fixed Income,Gilt Fund,Growth,Direct,Balanced,5.5,CRISIL Dynamic Gilt Index,32.7165,2025-06-11 00:00:00+00:00,116.3925,Puneet Pal,INF223J01ND7,,Y,PRGFD1-GR,,0.5,"To Seek To Generate Reasonable Returns By Investing In Central/State Government Securities Of Various Maturities. However, There Can Be No Assurance That The Investment Objective Of The Scheme Will Be Achieved. The Scheme Does Not Guarantee/Indicate Any Returns.",https://www.pgimindiamf.com/forms-and-updates/sid-and-sai#SID,Moderate,***,AUB7,"{'exit_load_period': 0.0, 'exit_load_rate': 0.0, 'exit_load_period_remark': 'Nil'}","{'min_invest': 5000.0, 'min_invest_sip': 1000.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
151365,AMC9,Edelweiss Asset Management Limited,Edelweiss CRISIL IBX 50 50 Gilt Plus SDL Short Duration Index fund - Direct Plan - Growth,Edelweiss CRISIL IBX 50 50 Gilt Plus SDL Short Duration Index fund,10-Feb-23,Fixed Income,Gilt Fund,Growth,Direct,Balanced,5.5,CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index,12.1367,2025-06-11 00:00:00+00:00,136.1734,Rahul Dedhia,INF754K01RK5,,Y,EDSDD1-GR,,0.2,"The Investment Objective Of The Scheme Is To Replicate Crisil Ibx 50:50 Gilt Plus Sdl Short Duration Index By Investing In A Diversified Portfolio Of Indian Government Bonds And Sdls, Subject To Tracking Errors. However, There Is No Assurance That The Investment Objective Of The Scheme Will Be Realized, And The Scheme Does Not Assure Or Guarantee Any Returns.",https://www.edelweissmf.com/downloads#Scheme-Information-Document,Low to Moderate,Not Rated,AUB7,"{'exit_load_period': 0.0, 'exit_load_rate': 0.0, 'exit_load_period_remark': 'Nil'}","{'min_invest': 100.0, 'min_invest_sip': 100.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
140298,AMC9,Edelweiss Asset Management Limited,Edelweiss Government Securities Fund - Direct Plan - Growth Option,Edelweiss Government Securities Fund,13-Feb-14,Fixed Income,Gilt Fund,Growth,Direct,Balanced,5.5,NIFTY All Duration G-Sec Index,26.1152,2025-06-11 00:00:00+00:00,178.0336,Rahul Dedhia,INF843K01GS2,,Y,EDGSD1-GR,,0.51,"The Investment Objective Of The Scheme Is To Generate Income Through Investment In Securities Ofvarious Maturities Issued And/Or Created By The Central Government And State Governments Of India.However, There Can Be No Assurance That The Investment Objectives Of The Scheme Will Be Realized.",https://www.edelweissmf.com/downloads#Scheme-Information-Document,Moderate,*****,AUB7,"{'exit_load_period': 0.0, 'exit_load_rate': 0.0, 'exit_load_period_remark': 'NIL'}","{'min_invest': 100.0, 'min_invest_sip': 100.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
119707,AMC33,SBI Funds Management Private Limited,SBI Magnum Gilt Fund - Direct Plan - Growth,SBI Magnum Gilt Fund,02-Jan-13,Fixed Income,Gilt Fund,Growth,Direct,Balanced,5.5,NIFTY All Duration G-Sec Index,69.9778,2025-06-11 00:00:00+00:00,11954.0551,Rajeev Radhakrishnan,INF200K01SH3,,Y,SBD040A-GR,,0.46,To Provide Returns To The Investors Generated Through Investments In Government Securities Issued By The Central Government And/Or State Government(S).,https://www.sbimf.com/en-us/offer-document-sid-kim,Moderate,*****,AUB7,"{'exit_load_period': 0.0, 'exit_load_rate': 0.0, 'exit_load_period_remark': 'Nil'}","{'min_invest': 5000.0, 'min_invest_sip': 500.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
149240,AMC26,Motilal Oswal Asset Management Company Limited,Motilal Oswal 5 Year G-Sec Fund Of Fund Direct -Growth,Motilal Oswal 5 Year G-Sec Fund Of Fund,06-Oct-21,Fixed Income,Gilt Fund,Growth,Direct,Balanced,5.5,NIFTY 5Years Benchmark G-Sec,12.6354,2025-06-11 00:00:00+00:00,35.0273,Rakesh Shetty,INF247L01AQ1,,Y,MOGSGD-GR,,0.14,The Investment Objective Of The Scheme Is To Generate Returns By Investing In Units Of Motilal Oswal5 Year G-Sec Etf.,https://www.motilaloswalmf.com/downloads/mutual-fund/SID,Moderate,Not Rated,AUB7,"{'exit_load_period': 0.0, 'exit_load_rate': 1.0, 'exit_load_period_remark': '1% on or before 15D, Nil after 15D'}","{'min_invest': 500.0, 'min_invest_sip': 100.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
150681,AMC33,SBI Funds Management Private Limited,SBI CRISIL IBX Gilt Index - June 2036 Fund - Direct Plan - Growth,SBI CRISIL IBX Gilt Index - June 2036 Fund,03-Oct-22,Fixed Income,Gilt Fund,Growth,Direct,Balanced,5.5,CRISIL IBX Gilt Index � June 2036,12.8817,2025-06-11 00:00:00+00:00,2548.6466,Ranjana Gupta,INF200KA12Q9,,Y,SBD663G-GR,,0.28,"The Investment Objective Of The Scheme Is To Provide Returns That Closely Correspond To The Total Returns Of The Securities As Represented By The Underlying Index, Subject To Tracking Error. However, There Is No Guarantee Or Assurance That The Investment Objective Of The Scheme Will Be Achieved.",https://www.sbimf.com/en-us/offer-document-sid-kim,Moderate,Not Rated,AUB7,"{'exit_load_period': 0.0, 'exit_load_rate': 0.15, 'exit_load_period_remark': '0.15% on or before 30D, Nil after 30D'}","{'min_invest': 5000.0, 'min_invest_sip': 500.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
150706,AMC33,SBI Funds Management Private Limited,SBI CRISIL IBX Gilt Index - April 2029 Fund - Direct Plan - Growth,SBI CRISIL IBX Gilt Index - April 2029 Fund,04-Oct-22,Fixed Income,Gilt Fund,Growth,Direct,Balanced,5.5,CRISIL IBX Gilt Index � April 2029,12.6068,2025-06-11 00:00:00+00:00,2179.2816,Ranjana Gupta,INF200KA18Q6,,Y,SBD664G-GR,,0.21,"The Investment Objective Of The Scheme Is To Provide Returns That Closely Correspond To The Total Returns Of The Securities As Represented By The Underlying Index, Subject To Tracking Error. However, There Is No Guarantee Or Assurance That The Investment Objective Of The Scheme Will Be Achieved.",https://www.sbimf.com/en-us/offer-document-sid-kim,Moderate,Not Rated,AUB7,"{'exit_load_period': 0.0, 'exit_load_rate': 0.15, 'exit_load_period_remark': '0.15% on or before 30D, Nil after 30D'}","{'min_invest': 5000.0, 'min_invest_sip': 500.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
151228,AMC29,Quant Money Managers Limited,Quant Gilt Fund - Growth Option - Direct Plan,Quant Gilt Fund,14-Dec-22,Fixed Income,Gilt Fund,Growth,Direct,Balanced,5.5,CRISIL Dynamic Gilt Index,12.1222,2025-06-11 00:00:00+00:00,138.7382,Sanjeev Sharma,INF966L01BF7,,Y,QUGGDG-GR,,0.51,"To Generate Returns Through Investments In Sovereign Securities Issued By The Central Government And/Or State Government. However, There Can Be No Assurance That The Investment Objective Of The Scheme Will Be Realized.",http://www.quantmutual.com/downloads/kim,Moderate,Not Rated,AUB7,"{'exit_load_period': 0.0, 'exit_load_rate': 0.0, 'exit_load_period_remark': 'Nil'}","{'min_invest': 5000.0, 'min_invest_sip': 1000.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
151329,AMC8,DSP Investment Managers Private Limited,DSP CRISIL SDL Plus G-Sec Apr 2033 50 50 Index Fund - Direct - Growth,DSP CRISIL SDL Plus G-Sec Apr 2033 50 50 Index Fund,19-Jan-23,Fixed Income,Gilt Fund,Growth,Direct,Balanced,5.5,CRISIL SDL Plus G-Sec Apr 2033 50:50 Index,12.5015,2025-06-11 00:00:00+00:00,399.6555,Shantanu Godambe,INF740KA1SB7,,Y,DS890-GR,,0.16,"The Investment Objective Of The Scheme Is To Track The Crisil Sdl Plus G-Sec Apr 2033 50:50 Index By Investing In Government Securities (G-Sec) And Sdls, Maturing On Or Before April, 2033 And Seeks To Generate Returns That Are Commensurate (Before Fees And Expenses) With The Performance Of The Underlying Index, Subject To Tracking Error.",https://www.dspim.com/downloads?category=Information%20Documents&sub_category=SID/SAI,Moderate,Not Rated,AUB7,"{'exit_load_period': 0.0, 'exit_load_rate': 0.0, 'exit_load_period_remark': 'Nil'}","{'min_invest': 100.0, 'min_invest_sip': 100.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
149970,AMC8,DSP Investment Managers Private Limited,DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Direct - Growth,DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund,21-Mar-22,Fixed Income,Gilt Fund,Growth,Direct,Balanced,5.5,NIFTY SDL Plus G-Sec Jun 2028 30:70 Index,12.5321,2025-06-11 00:00:00+00:00,2166.7723,Shantanu Godambe,INF740KA1QV9,,Y,DS884-GR,,0.15,"The Investment Objective Of The Scheme Is To Track The Nifty Sdl Plus G-Sec Jun 2028 30:70 Index Byinvesting In Government Securities (G-Sec) And Sdls, Maturing On Or Before June 2028 And Seeks To Generate Returns That Are Commensurate (Before Fees And Expenses) With The Performance Of Theunderlying Index, Subject To Tracking Error.",https://www.dspim.com/downloads?category=Information%20Documents&sub_category=SID/SAI,Low to Moderate,Not Rated,AUB7,"{'exit_load_period': 0.0, 'exit_load_rate': 0.0, 'exit_load_period_remark': 'Nil'}","{'min_invest': 100.0, 'min_invest_sip': 100.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
119099,AMC8,DSP Investment Managers Private Limited,DSP Gilt Fund - Direct Plan - Growth,DSP Gilt Fund,31-Dec-12,Fixed Income,Gilt Fund,Growth,Direct,Balanced,5.5,CRISIL Dynamic Gilt Index,102.1218,2025-06-11 00:00:00+00:00,1736.6904,Shantanu Godambe,INF740K01NF3,,Y,DS707-GR,,0.56,To Generate Returns Through Investment In Central Government Securities Of Various Maturities.,https://www.dspim.com/downloads?category=Information%20Documents&sub_category=SID/SAI,Moderate,****,AUB7,"{'exit_load_period': 0.0, 'exit_load_rate': 0.0, 'exit_load_period_remark': 'Nil'}","{'min_invest': 100.0, 'min_invest_sip': 100.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
151373,AMC8,DSP Investment Managers Private Limited,DSP Nifty SDL Plus G-Sec Sep 2027 50 50 Index Fund - Direct - Growth,DSP Nifty SDL Plus G-Sec Sep 2027 50 50 Index Fund,08-Feb-23,Fixed Income,Gilt Fund,Growth,Direct,Balanced,5.5,NIFTY SDL Plus G-Sec Sep 2027 50:50 Index,12.1388,2025-06-11 00:00:00+00:00,84.8461,Shantanu Godambe,INF740KA1SH4,,Y,DS893-GR,,0.16,"The Investment Objective Of The Scheme Is To Track The Nifty Sdl Plus G-Sec Sep 2027 50:50 Index Byinvesting In Government Securities (G-Sec) And Sdls, Maturing On Or Before September, 2027 And Seeks To Generate Returns That Are Commensurate (Before Fees And Expenses) With The Performance Of The Underlying Index, Subject To Tracking Error.",https://www.dspim.com/downloads?category=Information%20Documents&sub_category=SID/SAI,Low to Moderate,Not Rated,AUB7,"{'exit_load_period': 0.0, 'exit_load_rate': 0.0, 'exit_load_period_remark': 'Nil'}","{'min_invest': 100.0, 'min_invest_sip': 100.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
151014,AMC13,HSBC Global Asset Management (India) Private Limited,HSBC Gilt Fund - Direct Growth,HSBC Gilt Fund,28-Mar-00,Fixed Income,Gilt Fund,Growth,Direct,Balanced,5.5,NIFTY All Duration G-Sec Index,75.6955,2025-06-11 00:00:00+00:00,281.5043,Shriram Ramanathan,INF917K01FI7,,Y,HS44D-GR,,0.48,The Scheme Seeks To Generate Returns From A Portfolio From Investing In Government Securities. Income Will Be Distributed Only If The Same Is Earned By The Scheme And There Can Be No Assurance That The Objective Of The Scheme Will Be Realized.,https://www.assetmanagement.hsbc.co.in/en/mutual-funds/investor-resources/information-library,Moderate,***,AUB7,"{'exit_load_period': 0.0, 'exit_load_rate': 0.0, 'exit_load_period_remark': 'Nil'}","{'min_invest': 5000.0, 'min_invest_sip': 1000.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
153206,AMC46,Bajaj Finserv Asset Management Limited,Bajaj Finserv Gilt Fund - Direct - Growth,Bajaj Finserv Gilt Fund,13-Jan-25,Fixed Income,Gilt Fund,Growth,Direct,Balanced,5.5,CRISIL Dynamic Gilt Index,1040.5237,2025-06-11 00:00:00+00:00,33.1471,Siddharth Chaudhary,INF0QA701AP9,,Y,BJGFDG-GR,,0.39,"The Objective Of The Scheme Is To Generate Credit Risk-Free Returns Through Investments In Sovereign Securities Issued By The Central Government And/Or State Government(S) And/Or Any Securityunconditionally Guaranteed By The Government Of India, And/Or Reverse Repos In Such Securities As Per Applicable Rbi Regulations And Guidelines. The Scheme May Also Be Investing In Reverse Repo,Triparty Repo On Government Securities Or Treasury Bills And/Or Other Similar Instruments As May Be Notified From Time To Time.",https://www.bajajamc.com/downloads,Moderate,,AUB7,"{'exit_load_period': 0.0, 'exit_load_rate': 0.0, 'exit_load_period_remark': 'NIL'}","{'min_invest': 5000.0, 'min_invest_sip': 1000.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
118464,AMC16,Bandhan AMC Limited,Bandhan Government Securities Fund-  Investment Plan-Direct Plan-Growth,Bandhan G-Sec-Invest,01-Jan-13,Fixed Income,Gilt Fund,Growth,Direct,Balanced,5.5,I-Sec Composite Gilt Index,37.9964,2025-06-11 00:00:00+00:00,3105.9892,Suyash Choudhary,INF194K01Q29,,Y,D86-GR,,0.52,The Scheme Seeks To Generate Optimal Returns With High Liquidity By Investing In Government Securities Across Maturities.,https://bandhanmutual.com/downloads/sid,Moderate,**,AUB7,"{'exit_load_period': 0.0, 'exit_load_rate': 0.0, 'exit_load_period_remark': 'Nil'}","{'min_invest': 1000.0, 'min_invest_sip': 100.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
120520,AMC19,Invesco Asset Management Company Pvt Ltd.,Invesco India Gilt Fund - Direct  Plan - Growth,Invesco India Gilt Fund,01-Jan-13,Fixed Income,Gilt Fund,Growth,Direct,Balanced,5.5,NIFTY All Duration G-Sec Index,3134.0647,2025-06-11 00:00:00+00:00,692.1995,Vikas Garg,INF205K01SN0,,Y,RGGLD1-GR,,0.46,To Generate Returns By Investing Predominantly In A Portfolio Of Securities Issued And Guaranteed By Central And State Government Across Maturities.,https://invescomutualfund.com/literature-and-form?tab=Scheme,Moderate,*,AUB7,"{'exit_load_period': 0.0, 'exit_load_rate': 0.0, 'exit_load_period_remark': 'Nil'}","{'min_invest': 1000.0, 'min_invest_sip': 100.0, 'min_invest_x': 1.0, 'min_invest_sip_x': 1.0}",1
